[Priors]
[0.61, 0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
2
[InitialTests]
0
8
1
2
[TestDetails]
0;[0, 1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 26, 27, 30, 39, 40, 41, 42, 43, 44, 46, 48, 49, 50, 53, 54, 55, 56, 58, 59, 60, 61, 63, 64, 65, 66, 71, 72, 73, 74, 75];[0, 1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 26, 27, 30, 39, 40, 41, 42, 43, 44, 46, 48, 49, 50, 53, 54, 55, 56, 58, 59, 60, 61, 63, 64, 65, 66, 71, 72, 73, 74, 75];1
1;[10, 20, 75];[10, 20, 75];0
2;[10, 75];[10, 75];0
3;[10, 27];[10, 27];0
4;[3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 20, 21, 22, 23, 25, 26, 27, 38, 39, 40, 41, 42, 44, 63, 72, 73, 75];[3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 20, 21, 22, 23, 25, 26, 27, 38, 39, 40, 41, 42, 44, 63, 72, 73, 75];0
5;[18, 25, 26, 28];[18, 25, 26, 28];0
6;[3, 7, 8, 9, 10, 15, 16, 17, 18, 20, 23, 25, 26, 27, 30, 32, 33, 35, 36, 37, 75];[3, 7, 8, 9, 10, 15, 16, 17, 18, 20, 23, 25, 26, 27, 30, 32, 33, 35, 36, 37, 75];0
7;[3, 7, 9, 17, 18, 20, 25, 26, 27, 34, 75];[3, 7, 9, 17, 18, 20, 25, 26, 27, 34, 75];0
8;[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 65, 66, 67, 69, 70, 71, 72, 73, 75];[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 65, 66, 67, 69, 70, 71, 72, 73, 75];1
9;[74, 75];[74, 75];0
10;[6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 20, 23, 26, 27, 30, 39, 40, 41, 46, 49, 50, 51, 52, 55, 60, 61, 68, 72, 75];[6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 20, 23, 26, 27, 30, 39, 40, 41, 46, 49, 50, 51, 52, 55, 60, 61, 68, 72, 75];0
11;[3, 7, 9, 17, 18, 20, 25, 26, 27, 34, 75];[3, 7, 9, 17, 18, 20, 25, 26, 27, 34, 75];0
12;[7, 11, 12, 13, 15, 16, 17, 18, 20, 23, 25, 26, 27, 28, 29, 30, 32, 35, 41, 45, 46, 48, 50, 53, 54, 55, 61, 64, 65, 69, 70, 71, 74];[7, 11, 12, 13, 15, 16, 17, 18, 20, 23, 25, 26, 27, 28, 29, 30, 32, 35, 41, 45, 46, 48, 50, 53, 54, 55, 61, 64, 65, 69, 70, 71, 74];0
13;[7, 11, 13, 15, 16, 17, 18, 20, 27, 30, 31, 33, 46, 47, 52, 57, 61, 62, 65, 66, 68, 72];[7, 11, 13, 15, 16, 17, 18, 20, 27, 30, 31, 33, 46, 47, 52, 57, 61, 62, 65, 66, 68, 72];0
14;[3, 7, 8, 9, 10, 15, 16, 17, 18, 20, 23, 25, 26, 27, 30, 32, 33, 35, 36, 37, 75];[3, 7, 8, 9, 10, 15, 16, 17, 18, 20, 23, 25, 26, 27, 30, 32, 33, 35, 36, 37, 75];0
15;[7, 11, 14, 17, 18, 20, 21, 27, 30, 31, 33, 35, 37, 39, 41, 45, 46, 50, 52, 53, 56, 58, 59, 60, 61, 65, 67, 68, 72, 73];[7, 11, 14, 17, 18, 20, 21, 27, 30, 31, 33, 35, 37, 39, 41, 45, 46, 50, 52, 53, 56, 58, 59, 60, 61, 65, 67, 68, 72, 73];0
16;[0, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 60, 61, 63, 65, 66, 68, 69, 70, 73, 74];[0, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 60, 61, 63, 65, 66, 68, 69, 70, 73, 74];1
17;[7, 11, 12, 13, 15, 16, 17, 18, 20, 23, 26, 27, 30, 33, 35, 37, 41, 42, 43, 45, 46, 47, 48, 50, 53, 56, 58, 60, 65, 68, 70, 72, 73];[7, 11, 12, 13, 15, 16, 17, 18, 20, 23, 26, 27, 30, 33, 35, 37, 41, 42, 43, 45, 46, 47, 48, 50, 53, 56, 58, 60, 65, 68, 70, 72, 73];0
