[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
1
[InitialTests]
0
1
[TestDetails]
0;[0, 3, 4, 7, 8, 9, 10, 14, 15];[0, 3, 4, 7, 8, 9, 10, 14, 15];1
1;[16, 17];[16, 17];0
2;[2, 3, 4, 6, 12, 13, 14, 15];[2, 3, 4, 6, 12, 13, 14, 15];0
3;[3, 6, 7, 10, 11, 12, 15];[3, 6, 7, 10, 11, 12, 15];0
4;[2, 3, 4, 6, 7, 10];[2, 3, 4, 6, 7, 10];0
5;[16];[16];0
6;[2, 3, 4, 5, 6, 7, 10, 16, 17];[2, 3, 4, 5, 6, 7, 10, 16, 17];0
7;[2, 3, 4, 5, 6, 7, 10, 16, 17];[2, 3, 4, 5, 6, 7, 10, 16, 17];0
8;[8, 16];[8, 16];0
9;[8, 16];[8, 16];0
10;[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17];[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17];1
