[Priors]
[0.61, 0.61, 0.61, 0.61, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]
[Bugs]
0
1
2
3
[InitialTests]
0
9
18
1
2
3
[TestDetails]
0;[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 22, 24, 25, 30, 31, 32, 35, 36, 38, 41, 42, 43, 44, 45, 48, 49, 50, 51];[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 22, 24, 25, 30, 31, 32, 35, 36, 38, 41, 42, 43, 44, 45, 48, 49, 50, 51];1
1;[6, 7, 8, 9, 14, 16, 17, 50];[6, 7, 8, 9, 14, 16, 17, 50];0
2;[53];[53];0
3;[6, 7, 8, 9, 14, 16, 17, 18];[6, 7, 8, 9, 14, 16, 17, 18];0
4;[53];[53];0
5;[53];[53];0
6;[5, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 22, 24, 30, 31, 32, 34, 35, 36, 38, 39, 40, 48];[5, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 22, 24, 30, 31, 32, 34, 35, 36, 38, 39, 40, 48];0
7;[5, 7, 8, 10, 11, 14, 16, 17, 18, 24, 26, 29, 30, 31, 32, 34, 36, 38, 48, 50, 52];[5, 7, 8, 10, 11, 14, 16, 17, 18, 24, 26, 29, 30, 31, 32, 34, 36, 38, 48, 50, 52];0
8;[8, 53];[8, 53];0
9;[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 22, 25, 33, 34, 35, 38, 41, 46, 47, 48, 49, 50, 51, 52];[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 22, 25, 33, 34, 35, 38, 41, 46, 47, 48, 49, 50, 51, 52];1
10;[5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 38, 48, 49];[5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 38, 48, 49];0
11;[7, 8, 14, 16, 17];[7, 8, 14, 16, 17];0
12;[7, 8, 53];[7, 8, 53];0
