[Priors]
[0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
[InitialTests]
0
7
1
2
[TestDetails]
0;[1, 7, 8, 9, 13];[1, 7, 8, 9, 13];1
1;[2, 3, 6, 10, 11];[2, 3, 6, 10, 11];0
2;[2, 3, 6, 10];[2, 3, 6, 10];0
3;[7, 8, 9];[7, 8, 9];0
4;[2, 6, 10];[2, 6, 10];0
5;[2, 6];[2, 6];0
6;[6, 13];[6, 13];0
7;[0, 2, 3, 4, 6, 10, 11, 12];[0, 2, 3, 4, 6, 10, 11, 12];1
8;[8];[8];0
9;[2, 3, 6, 10];[2, 3, 6, 10];0
10;[7, 8, 9];[7, 8, 9];0
11;[2, 6, 13];[2, 6, 13];0
12;[2, 3, 6, 10, 11];[2, 3, 6, 10, 11];0
13;[2, 3, 6, 10, 11, 12];[2, 3, 6, 10, 11, 12];0
14;[13];[13];0
15;[7];[7];0
16;[0, 2, 3, 5, 6, 10, 11, 12];[0, 2, 3, 5, 6, 10, 11, 12];1
17;[6, 13];[6, 13];0
18;[2, 3, 6, 10, 11, 12];[2, 3, 6, 10, 11, 12];0
19;[2, 3, 6, 10, 11];[2, 3, 6, 10, 11];0
20;[2, 6, 10];[2, 6, 10];0
