[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
0
1
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51];[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51];1
1;[1, 3, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 37, 38, 40, 41, 44, 45, 46, 47, 48, 50, 51];[1, 3, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 37, 38, 40, 41, 44, 45, 46, 47, 48, 50, 51];0
2;[9, 25];[9, 25];0
3;[9, 10, 12, 14, 15, 16, 20, 21, 24, 25, 27, 32, 36, 40, 41, 44, 47];[9, 10, 12, 14, 15, 16, 20, 21, 24, 25, 27, 32, 36, 40, 41, 44, 47];0
4;[6, 7, 10, 11, 12, 13, 15, 22, 24, 27, 33, 34, 37, 38, 40, 41, 44, 46, 48, 51];[6, 7, 10, 11, 12, 13, 15, 22, 24, 27, 33, 34, 37, 38, 40, 41, 44, 46, 48, 51];0
5;[1, 4, 5, 9, 10, 11, 12, 13, 15, 19, 22, 26, 27, 31, 32, 35, 36, 37, 40, 41, 42, 43, 44, 46, 47, 48, 50];[1, 4, 5, 9, 10, 11, 12, 13, 15, 19, 22, 26, 27, 31, 32, 35, 36, 37, 40, 41, 42, 43, 44, 46, 47, 48, 50];0
6;[4, 10, 13, 15, 22, 24, 27, 30, 31, 36, 37, 40, 42, 43, 45, 46, 50];[4, 10, 13, 15, 22, 24, 27, 30, 31, 36, 37, 40, 42, 43, 45, 46, 50];0
7;[1, 4, 9, 15, 17, 18, 19, 21, 22, 24, 51];[1, 4, 9, 15, 17, 18, 19, 21, 22, 24, 51];0
8;[9];[9];0
9;[0, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 33, 35, 36, 37, 38, 39, 42, 44, 45, 46, 47, 48, 50, 51];[0, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29, 30, 33, 35, 36, 37, 38, 39, 42, 44, 45, 46, 47, 48, 50, 51];1
10;[7, 10, 13, 22, 28, 37, 38, 39, 44, 48, 49, 51];[7, 10, 13, 22, 28, 37, 38, 39, 44, 48, 49, 51];0
