[Priors]
[0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
[InitialTests]
0
1
[TestDetails]
0;[0, 2, 3, 4, 7, 9, 11, 14, 16];[0, 2, 3, 4, 7, 9, 11, 14, 16];1
1;[8, 9, 10, 11, 13];[8, 9, 10, 11, 13];0
2;[3, 7, 9, 11];[3, 7, 9, 11];0
3;[10];[10];0
4;[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16];[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16];1
5;[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 16];[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 16];0
6;[2, 3, 4, 7, 9, 11, 16];[2, 3, 4, 7, 9, 11, 16];0
7;[5, 8, 10];[5, 8, 10];0
8;[3, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16];[3, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16];0
9;[0, 2, 4, 6, 7, 8, 10, 11, 13];[0, 2, 4, 6, 7, 8, 10, 11, 13];0
10;[10];[10];0
