[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
1
2
3
[InitialTests]
0
10
18
1
2
3
[TestDetails]
0;[3, 31, 33, 40, 90];[3, 31, 33, 40, 90];1
1;[4, 17, 23, 27, 28, 29, 30, 31, 34, 37, 39, 49, 51, 52, 53, 54, 61, 67, 79, 87, 88];[4, 17, 23, 27, 28, 29, 30, 31, 34, 37, 39, 49, 51, 52, 53, 54, 61, 67, 79, 87, 88];0
2;[7, 8, 9, 14, 15, 25, 26, 38, 39];[7, 8, 9, 14, 15, 25, 26, 38, 39];0
3;[4, 17, 18, 22, 23, 25, 27, 28, 29, 30, 31, 32, 34, 36, 37, 39, 49, 51, 52, 53, 54, 61, 62, 67, 79, 87, 88];[4, 17, 18, 22, 23, 25, 27, 28, 29, 30, 31, 32, 34, 36, 37, 39, 49, 51, 52, 53, 54, 61, 62, 67, 79, 87, 88];0
4;[4, 17, 23, 25, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 51, 52, 53, 54, 60, 61, 62, 64, 66, 67, 71, 73, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88];[4, 17, 23, 25, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 51, 52, 53, 54, 60, 61, 62, 64, 66, 67, 71, 73, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88];0
5;[4, 17, 18, 19, 20, 22, 23, 25, 27, 28, 29, 30, 31, 32, 34, 36, 37, 39, 49, 50, 51, 52, 54, 57, 61, 62, 67, 71, 72, 73, 79, 87, 88];[4, 17, 18, 19, 20, 22, 23, 25, 27, 28, 29, 30, 31, 32, 34, 36, 37, 39, 49, 50, 51, 52, 54, 57, 61, 62, 67, 71, 72, 73, 79, 87, 88];0
6;[4, 17, 19, 20, 23, 25, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 50, 51, 52, 54, 57, 58, 60, 61, 62, 64, 65, 66, 67, 71, 72, 73, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88];[4, 17, 19, 20, 23, 25, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 50, 51, 52, 54, 57, 58, 60, 61, 62, 64, 65, 66, 67, 71, 72, 73, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88];0
7;[24, 90];[24, 90];0
8;[7, 8, 9, 14, 15, 25, 26, 38, 39];[7, 8, 9, 14, 15, 25, 26, 38, 39];0
9;[38, 43];[38, 43];0
10;[0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 26, 31, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44];[0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 26, 31, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44];1
11;[4, 5, 9, 11, 12, 15, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 41, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89];[4, 5, 9, 11, 12, 15, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 41, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89];0
12;[17, 21, 22, 25, 27, 28, 29, 31, 34, 35, 36, 39, 41, 47, 48, 49, 51, 60, 62, 63, 64, 66, 67, 68, 70, 71, 77, 79, 84, 85, 86, 87, 90];[17, 21, 22, 25, 27, 28, 29, 31, 34, 35, 36, 39, 41, 47, 48, 49, 51, 60, 62, 63, 64, 66, 67, 68, 70, 71, 77, 79, 84, 85, 86, 87, 90];0
13;[64];[64];0
14;[4, 17, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 62, 64, 65, 66, 67, 71, 72, 73, 75, 77, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 90];[4, 17, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 34, 35, 36, 37, 39, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 62, 64, 65, 66, 67, 71, 72, 73, 75, 77, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 90];0
15;[4, 17, 21, 22, 23, 25, 27, 28, 29, 31, 34, 35, 37, 39, 41, 49, 51, 52, 53, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 77, 79, 87, 88, 90];[4, 17, 21, 22, 23, 25, 27, 28, 29, 31, 34, 35, 37, 39, 41, 49, 51, 52, 53, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 77, 79, 87, 88, 90];0
