[Priors]
[0.61, 0.61, 0.61, 0.61, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]
[Bugs]
0
1
2
3
[InitialTests]
0
10
1
2
[TestDetails]
0;[1, 2, 11, 12, 16, 17, 18, 19, 25, 28, 29, 30, 35];[1, 2, 11, 12, 16, 17, 18, 19, 25, 28, 29, 30, 35];1
1;[8, 15, 23, 24, 25];[8, 15, 23, 24, 25];0
2;[16, 17, 20, 21, 22, 35];[16, 17, 20, 21, 22, 35];0
3;[8, 12, 15, 25];[8, 12, 15, 25];0
4;[4, 25];[4, 25];0
5;[8, 11, 12, 15, 23, 24, 31, 34];[8, 11, 12, 15, 23, 24, 31, 34];0
6;[16, 17, 20, 21, 25, 35];[16, 17, 20, 21, 25, 35];0
7;[8, 15, 23, 24, 25];[8, 15, 23, 24, 25];0
8;[8, 15, 23, 24, 25];[8, 15, 23, 24, 25];0
9;[16, 17, 20, 21, 35];[16, 17, 20, 21, 35];0
10;[1, 16, 17, 20, 21, 25, 29, 35];[1, 16, 17, 20, 21, 25, 29, 35];1
11;[8, 15, 23, 24, 25];[8, 15, 23, 24, 25];0
12;[10, 14, 15, 23, 24, 25];[10, 14, 15, 23, 24, 25];0
13;[8, 15, 23];[8, 15, 23];0
14;[8, 15, 23, 24, 25, 34];[8, 15, 23, 24, 25, 34];0
15;[4];[4];0
16;[16, 17, 25, 35];[16, 17, 25, 35];0
17;[15, 16, 17, 32, 35];[15, 16, 17, 32, 35];0
18;[8, 12, 15];[8, 12, 15];0
19;[5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 23, 24, 25, 30, 31, 33, 34, 35];[5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 23, 24, 25, 30, 31, 33, 34, 35];0
20;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35];1
21;[5, 7, 8, 9, 11, 12, 14, 15, 16, 23, 24, 25, 33];[5, 7, 8, 9, 11, 12, 14, 15, 16, 23, 24, 25, 33];0
22;[8, 12, 15, 23, 24];[8, 12, 15, 23, 24];0
23;[5, 11, 14, 15, 16, 25, 33];[5, 11, 14, 15, 16, 25, 33];0
24;[4, 8, 9, 11, 12, 15, 23, 24, 25, 26, 31, 34];[4, 8, 9, 11, 12, 15, 23, 24, 25, 26, 31, 34];0
25;[4, 8, 9, 11, 12, 13, 15, 19, 23, 24, 25, 31, 34];[4, 8, 9, 11, 12, 13, 15, 19, 23, 24, 25, 31, 34];0
26;[8, 12, 15, 23, 24];[8, 12, 15, 23, 24];0
27;[5, 8, 9, 11, 12, 14, 15, 16, 23, 24, 25, 33];[5, 8, 9, 11, 12, 14, 15, 16, 23, 24, 25, 33];0
28;[8, 15, 23, 24, 25];[8, 15, 23, 24, 25];0
29;[16, 17, 35];[16, 17, 35];0
30;[0, 1, 2, 5, 16, 17, 25, 27, 29, 30, 35];[0, 1, 2, 5, 16, 17, 25, 27, 29, 30, 35];1
