[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
[InitialTests]
0
10
1
2
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24];1
1;[19];[19];0
2;[14, 18, 19, 22];[14, 18, 19, 22];0
3;[10, 20, 26];[10, 20, 26];0
4;[19];[19];0
5;[2, 11, 17, 18, 19, 20, 22];[2, 11, 17, 18, 19, 20, 22];0
6;[10, 20, 26];[10, 20, 26];0
7;[19];[19];0
8;[15, 19];[15, 19];0
9;[12, 20];[12, 20];0
10;[0, 5, 6, 25];[0, 5, 6, 25];1
11;[8, 13, 14, 18, 19, 22, 23];[8, 13, 14, 18, 19, 22, 23];0
12;[14];[14];0
13;[3, 6, 7, 9, 16];[3, 6, 7, 9, 16];0
14;[9, 23];[9, 23];0
15;[13, 14, 18, 19, 22];[13, 14, 18, 19, 22];0
16;[6, 7, 11, 18, 19, 20, 21, 22];[6, 7, 11, 18, 19, 20, 21, 22];0
17;[15];[15];0
18;[4, 9, 17, 19, 22];[4, 9, 17, 19, 22];0
19;[0, 10, 20, 24, 26];[0, 10, 20, 24, 26];1
20;[3, 7, 9];[3, 7, 9];0
