[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
[InitialTests]
0
9
1
2
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32];[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32];1
1;[4, 5, 11, 16, 17, 23, 27, 28];[4, 5, 11, 16, 17, 23, 27, 28];0
2;[2, 3, 5, 10, 11, 16, 23, 27];[2, 3, 5, 10, 11, 16, 23, 27];0
3;[22];[22];0
4;[1, 2, 3, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 25, 27, 29, 30, 32];[1, 2, 3, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 25, 27, 29, 30, 32];0
5;[2, 3, 5, 11];[2, 3, 5, 11];0
6;[3, 4, 5, 16, 17, 22, 31];[3, 4, 5, 16, 17, 22, 31];0
7;[4, 5, 11, 16, 18, 23, 27, 30];[4, 5, 11, 16, 18, 23, 27, 30];0
8;[22];[22];0
9;[0, 1, 4, 5, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 32];[0, 1, 4, 5, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 32];1
10;[2, 3, 5, 11];[2, 3, 5, 11];0
11;[1, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 29, 30, 32];[1, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 29, 30, 32];0
12;[1, 7, 10, 12, 21, 22, 30, 32];[1, 7, 10, 12, 21, 22, 30, 32];0
13;[1, 3, 4, 5, 7, 9, 10, 11, 16, 21, 22, 23, 27, 30];[1, 3, 4, 5, 7, 9, 10, 11, 16, 21, 22, 23, 27, 30];0
14;[3, 4, 5, 11, 16, 17, 23, 26, 27, 31];[3, 4, 5, 11, 16, 17, 23, 26, 27, 31];0
15;[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 27, 29, 30, 32];[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 27, 29, 30, 32];0
16;[1, 4, 5, 7, 8, 10, 12, 14, 16, 21, 22, 29, 30, 31, 32];[1, 4, 5, 7, 8, 10, 12, 14, 16, 21, 22, 29, 30, 31, 32];0
17;[2, 3, 4, 5, 11, 16, 21, 23, 27, 29, 30];[2, 3, 4, 5, 11, 16, 21, 23, 27, 29, 30];0
18;[1, 4, 5, 10, 11, 12, 16, 17, 19, 21, 22, 23, 24, 25, 28, 29, 30, 32];[1, 4, 5, 10, 11, 12, 16, 17, 19, 21, 22, 23, 24, 25, 28, 29, 30, 32];0
19;[0, 1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 27, 30, 32];[0, 1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 27, 30, 32];1
20;[1, 4, 5, 9, 10, 11, 12, 16, 21, 22, 23, 27, 28, 30, 32];[1, 4, 5, 9, 10, 11, 12, 16, 21, 22, 23, 27, 28, 30, 32];0
21;[2, 3, 5, 11];[2, 3, 5, 11];0
22;[11, 16, 23, 27];[11, 16, 23, 27];0
23;[1, 4, 5, 9, 10, 11, 12, 16, 21, 22, 23, 27, 30, 32];[1, 4, 5, 9, 10, 11, 12, 16, 21, 22, 23, 27, 30, 32];0
24;[1, 8, 10, 12, 13, 15, 18, 21, 22, 29, 30];[1, 8, 10, 12, 13, 15, 18, 21, 22, 29, 30];0
25;[0, 1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 27, 29, 30, 32];[0, 1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 27, 29, 30, 32];1
26;[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 26, 27, 29, 30, 32];[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 26, 27, 29, 30, 32];0
27;[1, 9, 10, 12, 26, 30, 32];[1, 9, 10, 12, 26, 30, 32];0
28;[1, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 18, 21, 22, 23, 27, 30, 32];[1, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 18, 21, 22, 23, 27, 30, 32];0
29;[1, 2, 3, 10, 12, 21, 22, 29, 30, 32];[1, 2, 3, 10, 12, 21, 22, 29, 30, 32];0
30;[1, 2, 3, 4, 5, 10, 11, 12, 16, 17, 19, 20, 21, 22, 23, 24, 25, 29, 30, 31, 32];[1, 2, 3, 4, 5, 10, 11, 12, 16, 17, 19, 20, 21, 22, 23, 24, 25, 29, 30, 31, 32];0
