[Priors]
[1.01, 1.01, 1.01, 0.01, 1.01, 0.01, 0.01, 1.01, 1.01, 1.01, 1.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 0.01, 1.01, 1.01, 0.01, 1.01, 1.01, 1.01, 1.01, 1.01, 0.01, 0.01, 0.01, 0.01, 1.01]
[Bugs]
0
1
2
[InitialTests]
0
10
1
2
[TestDetails]
0;[2, 7, 10, 12, 13, 15, 16, 18, 19, 21, 23, 25, 26, 28, 29, 30, 31];[2, 7, 10, 12, 13, 15, 16, 18, 19, 21, 23, 25, 26, 28, 29, 30, 31];1
1;[5, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 23, 25, 26, 27, 30];[5, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 23, 25, 26, 27, 30];0
2;[3, 5, 7, 9, 10, 11, 12, 13, 18, 19, 21, 24, 25];[3, 5, 7, 9, 10, 11, 12, 13, 18, 19, 21, 24, 25];0
3;[12, 13, 15, 31];[12, 13, 15, 31];0
4;[9, 10, 11, 12, 13, 14, 15, 16];[9, 10, 11, 12, 13, 14, 15, 16];0
5;[8];[8];0
6;[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 21, 25];[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 21, 25];0
7;[8];[8];0
8;[7, 9, 10, 11, 12, 13, 15, 16, 18, 19, 21, 23, 25, 26, 31];[7, 9, 10, 11, 12, 13, 15, 16, 18, 19, 21, 23, 25, 26, 31];0
9;[8, 31];[8, 31];0
10;[2, 5, 9, 10, 11, 12, 13, 19, 21];[2, 5, 9, 10, 11, 12, 13, 19, 21];1
11;[3, 8];[3, 8];0
12;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 30];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 30];0
13;[8];[8];0
14;[8];[8];0
15;[3, 8];[3, 8];0
16;[3, 6, 8];[3, 6, 8];0
17;[9, 10, 12, 13, 15];[9, 10, 12, 13, 15];0
18;[3, 8];[3, 8];0
19;[8];[8];0
20;[1, 5, 19, 20, 26, 27];[1, 5, 19, 20, 26, 27];1
21;[8];[8];0
22;[28];[28];0
23;[3, 8];[3, 8];0
24;[8, 31];[8, 31];0
25;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 25, 26, 27, 30];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 25, 26, 27, 30];0
26;[3, 6, 8];[3, 6, 8];0
27;[28];[28];0
28;[0, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31];[0, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31];1
29;[3, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29, 30, 31];[3, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29, 30, 31];0
30;[13];[13];0
