[Priors]
[0.61, 0.61, 0.61, 0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
1
2
3
[InitialTests]
0
10
1
2
[TestDetails]
0;[0, 2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19];[0, 2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19];1
1;[5, 6, 9, 11];[5, 6, 9, 11];0
2;[5, 6, 9, 11];[5, 6, 9, 11];0
3;[10, 19];[10, 19];0
4;[10, 19];[10, 19];0
5;[5];[5];0
6;[10, 19];[10, 19];0
7;[5, 6, 9, 11];[5, 6, 9, 11];0
8;[5, 6, 10, 19];[5, 6, 10, 19];0
9;[7, 14, 15, 16, 19];[7, 14, 15, 16, 19];0
10;[1, 2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 19];[1, 2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 19];1
11;[7, 14, 16, 17, 19];[7, 14, 16, 17, 19];0
12;[10, 12, 19];[10, 12, 19];0
13;[10, 19];[10, 19];0
14;[10, 12, 18];[10, 12, 18];0
15;[10, 12, 18, 19];[10, 12, 18, 19];0
16;[7, 8, 9, 11, 12, 13, 14, 19];[7, 8, 9, 11, 12, 13, 14, 19];0
17;[10, 12, 18];[10, 12, 18];0
18;[10, 12, 18];[10, 12, 18];0
19;[2, 4, 7, 8, 9, 11, 12, 13, 19];[2, 4, 7, 8, 9, 11, 12, 13, 19];1
20;[10, 12];[10, 12];0
