[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
10
0
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18];[0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18];0
1;[1, 2, 4, 12];[1, 2, 4, 12];0
2;[16, 17];[16, 17];0
3;[5, 13];[5, 13];0
4;[1, 7, 13];[1, 7, 13];0
5;[1, 7, 12, 13, 18];[1, 7, 12, 13, 18];0
6;[6, 7, 9, 10, 15, 16];[6, 7, 9, 10, 15, 16];0
7;[1, 3, 4, 13];[1, 3, 4, 13];0
8;[9, 10, 11, 13, 15, 16];[9, 10, 11, 13, 15, 16];0
9;[9, 10, 13, 14, 16];[9, 10, 13, 14, 16];0
10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18];1
