[Priors]
[1.01, 1.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 1.01, 1.01, 0.01, 0.01, 0.01, 1.01]
[Bugs]
0
1
2
[InitialTests]
0
10
1
2
[TestDetails]
0;[0, 1, 6, 9, 13, 14, 16, 18];[0, 1, 6, 9, 13, 14, 16, 18];1
1;[4, 11];[4, 11];0
2;[4, 7, 11];[4, 7, 11];0
3;[4, 7, 11];[4, 7, 11];0
4;[16];[16];0
5;[16];[16];0
6;[8];[8];0
7;[8];[8];0
8;[14, 15];[14, 15];0
9;[3, 9, 13, 14];[3, 9, 13, 14];0
10;[0, 9, 10, 14];[0, 9, 10, 14];1
11;[14, 15];[14, 15];0
12;[4];[4];0
13;[4, 11];[4, 11];0
14;[4];[4];0
15;[4, 6, 7, 11, 12, 17];[4, 6, 7, 11, 12, 17];0
16;[14, 15];[14, 15];0
17;[4, 5, 6, 11, 17];[4, 5, 6, 11, 17];0
18;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17];1
19;[4, 7, 11];[4, 7, 11];0
20;[8];[8];0
