[Priors]
[0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
[InitialTests]
0
8
1
2
[TestDetails]
0;[0, 1, 12, 13, 24, 25, 31, 32, 33, 35, 37, 41, 45, 46];[0, 1, 12, 13, 24, 25, 31, 32, 33, 35, 37, 41, 45, 46];1
1;[31];[31];0
2;[22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 44, 45, 46];[22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 44, 45, 46];0
3;[15, 16, 17, 18, 19];[15, 16, 17, 18, 19];0
4;[15, 16, 17, 18];[15, 16, 17, 18];0
5;[15, 16, 17, 18];[15, 16, 17, 18];0
6;[5, 7, 16, 20];[5, 7, 16, 20];0
7;[5, 7, 9, 10, 15, 16, 20];[5, 7, 9, 10, 15, 16, 20];0
8;[0, 3, 5, 11, 23, 24, 26, 27, 28, 29, 31, 36, 38, 39, 40, 41];[0, 3, 5, 11, 23, 24, 26, 27, 28, 29, 31, 36, 38, 39, 40, 41];1
9;[15, 16, 17, 18, 19, 44, 45, 46];[15, 16, 17, 18, 19, 44, 45, 46];0
10;[5, 7, 9, 10, 15, 16, 20];[5, 7, 9, 10, 15, 16, 20];0
11;[3, 4, 5, 11, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 27, 28, 29, 31, 40, 41];[3, 4, 5, 11, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 27, 28, 29, 31, 40, 41];0
12;[15, 16, 17, 18, 19, 44, 45, 46];[15, 16, 17, 18, 19, 44, 45, 46];0
13;[15, 16, 17, 18, 19];[15, 16, 17, 18, 19];0
14;[15, 16, 17, 18];[15, 16, 17, 18];0
15;[15, 19, 45, 46];[15, 19, 45, 46];0
16;[21, 22, 23, 24, 25, 27, 29, 31, 32];[21, 22, 23, 24, 25, 27, 29, 31, 32];0
17;[23, 24, 26, 27, 28, 29, 31, 42, 43];[23, 24, 26, 27, 28, 29, 31, 42, 43];0
18;[1, 3, 4, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 31, 32, 33, 34, 35, 39, 40, 41, 45, 46];[1, 3, 4, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 25, 31, 32, 33, 34, 35, 39, 40, 41, 45, 46];1
19;[15, 16, 17, 18, 19];[15, 16, 17, 18, 19];0
20;[5, 7, 10, 15, 16, 20];[5, 7, 10, 15, 16, 20];0
21;[7, 16, 17, 20];[7, 16, 17, 20];0
22;[5, 7, 15, 16, 20];[5, 7, 15, 16, 20];0
23;[15, 19, 45, 46];[15, 19, 45, 46];0
24;[15, 16, 17, 18, 44, 45, 46];[15, 16, 17, 18, 44, 45, 46];0
25;[5, 7, 9, 10, 15, 16, 20];[5, 7, 9, 10, 15, 16, 20];0
26;[5, 7, 8, 9, 10, 13, 14, 15, 16, 17, 20];[5, 7, 8, 9, 10, 13, 14, 15, 16, 17, 20];0
27;[0, 2, 7, 8, 9, 10, 12, 13, 21, 22, 24, 25, 27, 30, 31, 34, 35, 38, 39, 40, 41, 42, 43, 44, 45];[0, 2, 7, 8, 9, 10, 12, 13, 21, 22, 24, 25, 27, 30, 31, 34, 35, 38, 39, 40, 41, 42, 43, 44, 45];1
28;[23, 24, 26, 27, 28, 29, 31, 42];[23, 24, 26, 27, 28, 29, 31, 42];0
29;[5, 7, 9, 10, 15, 16, 17, 20];[5, 7, 9, 10, 15, 16, 17, 20];0
30;[5, 7, 8, 9, 10, 15, 16, 20];[5, 7, 8, 9, 10, 15, 16, 20];0
