[Priors]
[0.61, 0.61, 0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
1
2
[InitialTests]
0
6
13
1
2
3
[TestDetails]
0;[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28];[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28];1
1;[3, 4, 5, 9, 13, 27, 28];[3, 4, 5, 9, 13, 27, 28];0
2;[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];0
3;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];0
4;[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];0
5;[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 25, 26, 27, 28];[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 25, 26, 27, 28];0
6;[2];[2];1
7;[28];[28];0
8;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];0
9;[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];0
10;[4, 5, 7, 9, 12, 14, 16, 17, 21, 25, 28];[4, 5, 7, 9, 12, 14, 16, 17, 21, 25, 28];0
11;[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];0
12;[5, 9, 18];[5, 9, 18];0
13;[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29];[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29];1
14;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 18, 19, 22, 25, 26, 27, 28];0
15;[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 25, 26, 27, 28];[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 25, 26, 27, 28];0
16;[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];[4, 5, 8, 9, 10, 12, 18, 22, 26, 27];0
17;[5];[5];0
18;[3, 4, 5, 6, 7, 9, 12, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28];[3, 4, 5, 6, 7, 9, 12, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28];0
19;[3, 4, 5, 7, 9, 12, 13, 20, 21, 22, 23, 24, 27, 28];[3, 4, 5, 7, 9, 12, 13, 20, 21, 22, 23, 24, 27, 28];0
