[Priors]
[1.01, 1.01, 0.01, 1.01, 1.01, 1.01, 1.01, 0.01, 1.01, 1.01, 0.01, 1.01, 1.01, 0.01, 1.01, 1.01, 1.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
7
13
0
1
[TestDetails]
0;[0, 1, 3, 4, 5, 6, 8, 10, 12, 13, 16, 17, 18, 19];[0, 1, 3, 4, 5, 6, 8, 10, 12, 13, 16, 17, 18, 19];0
1;[1, 2, 3, 4, 16, 17, 18, 19];[1, 2, 3, 4, 16, 17, 18, 19];0
2;[16];[16];0
3;[1, 3, 17, 18];[1, 3, 17, 18];0
4;[17];[17];0
5;[16];[16];0
6;[13];[13];0
7;[0, 1, 3, 4, 5, 12, 13, 16, 17, 18, 19];[0, 1, 3, 4, 5, 12, 13, 16, 17, 18, 19];1
8;[1, 3, 17, 18];[1, 3, 17, 18];0
9;[16];[16];0
10;[16];[16];0
11;[1, 3, 4, 16, 17];[1, 3, 4, 16, 17];0
12;[13, 14, 15];[13, 14, 15];0
13;[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19];[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19];1
14;[15];[15];0
15;[1, 4, 16];[1, 4, 16];0
16;[16];[16];0
17;[14, 15];[14, 15];0
18;[1, 2, 4, 16];[1, 2, 4, 16];0
19;[1, 4, 16, 17];[1, 4, 16, 17];0
20;[1, 4, 16, 17];[1, 4, 16, 17];0
21;[16];[16];0
22;[1, 3, 4, 5, 6, 8, 9, 12, 16, 17, 18];[1, 3, 4, 5, 6, 8, 9, 12, 16, 17, 18];0
23;[0, 1, 2, 3, 4, 5, 11, 12, 13, 14, 16, 17, 18, 19];[0, 1, 2, 3, 4, 5, 11, 12, 13, 14, 16, 17, 18, 19];1
24;[1, 17];[1, 17];0
25;[1, 3, 4, 5, 6, 8, 9, 12, 16, 17, 18];[1, 3, 4, 5, 6, 8, 9, 12, 16, 17, 18];0
26;[16];[16];0
27;[1, 3, 4, 5, 8, 10, 16, 17, 18];[1, 3, 4, 5, 8, 10, 16, 17, 18];0
28;[1, 4, 16];[1, 4, 16];0
29;[16];[16];0
