[Priors]
[1.01, 0.01, 1.01, 0.01, 0.01, 0.01, 1.01, 1.01, 1.01, 0.01, 1.01, 0.01, 0.01, 0.01, 1.01, 1.01, 1.01, 0.01, 0.01, 0.01]
[Bugs]
0
1
2
[InitialTests]
0
4
1
2
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15];1
1;[3];[3];0
2;[10];[10];0
3;[7, 9, 10, 12];[7, 9, 10, 12];0
4;[0, 3, 4, 7, 8, 9, 10, 14, 15, 18];[0, 3, 4, 7, 8, 9, 10, 14, 15, 18];1
5;[7, 8, 9, 10];[7, 8, 9, 10];0
6;[6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17];[6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17];0
7;[7, 8, 9, 10];[7, 8, 9, 10];0
8;[3, 4, 6, 7, 8, 9, 10, 13, 14, 16, 17];[3, 4, 6, 7, 8, 9, 10, 13, 14, 16, 17];0
9;[9, 10];[9, 10];0
10;[9, 10];[9, 10];0
11;[0, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 16, 19];[0, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 16, 19];1
12;[3, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17];[3, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17];0
13;[3, 6];[3, 6];0
14;[3, 6];[3, 6];0
15;[7, 8, 9, 10];[7, 8, 9, 10];0
16;[7, 8, 9, 10, 11, 12, 13, 14];[7, 8, 9, 10, 11, 12, 13, 14];0
17;[2, 4, 7, 8, 9, 10, 14, 17];[2, 4, 7, 8, 9, 10, 14, 17];1
18;[3];[3];0
19;[3];[3];0
20;[3];[3];0
