[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
1
[InitialTests]
0
18
1
2
[TestDetails]
0;[1, 3, 4, 9, 13, 14, 16, 17, 18, 19, 23, 24, 25];[1, 3, 4, 9, 13, 14, 16, 17, 18, 19, 23, 24, 25];1
1;[2, 3, 4, 5, 7, 8, 9, 13, 16, 17, 25];[2, 3, 4, 5, 7, 8, 9, 13, 16, 17, 25];0
2;[11, 12, 15, 25];[11, 12, 15, 25];0
3;[25];[25];0
4;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
5;[10, 12, 13];[10, 12, 13];0
6;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
7;[4, 8, 16, 17, 25];[4, 8, 16, 17, 25];0
8;[10, 11, 12, 13, 15];[10, 11, 12, 13, 15];0
9;[0, 2, 4, 8, 9, 10, 13, 15, 21, 22];[0, 2, 4, 8, 9, 10, 13, 15, 21, 22];0
10;[12, 25];[12, 25];0
11;[4, 8, 16, 17, 25];[4, 8, 16, 17, 25];0
12;[17];[17];0
13;[25];[25];0
14;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
15;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
16;[25];[25];0
17;[10, 12];[10, 12];0
18;[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 21, 22];[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 21, 22];1
19;[2, 4, 5, 8, 13, 14, 16, 18, 19, 20, 21, 22];[2, 4, 5, 8, 13, 14, 16, 18, 19, 20, 21, 22];0
20;[25];[25];0
21;[12, 25];[12, 25];0
22;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
23;[12, 25];[12, 25];0
24;[25];[25];0
25;[1, 2, 3, 4, 5, 7, 8, 9, 13, 14, 16, 17, 18, 19, 20, 21];[1, 2, 3, 4, 5, 7, 8, 9, 13, 14, 16, 17, 18, 19, 20, 21];1
26;[2, 4, 5, 8, 13, 14, 16, 18, 19, 20, 21];[2, 4, 5, 8, 13, 14, 16, 18, 19, 20, 21];0
27;[3, 4, 9, 13, 16, 17, 25];[3, 4, 9, 13, 16, 17, 25];0
28;[10];[10];0
29;[10, 12, 13, 14];[10, 12, 13, 14];0
30;[4, 13, 14, 19, 24, 25];[4, 13, 14, 19, 24, 25];0
