[Priors]
[0.61, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]
[Bugs]
0
[InitialTests]
0
7
1
2
[TestDetails]
0;[0, 1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16];[0, 1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16];1
1;[1, 2, 3, 11, 14];[1, 2, 3, 11, 14];0
2;[11, 14];[11, 14];0
3;[1, 15];[1, 15];0
4;[12, 13];[12, 13];0
5;[12];[12];0
6;[11, 14];[11, 14];0
7;[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16];[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16];1
8;[1, 2, 3, 4, 5, 7, 11, 13, 14, 15, 16];[1, 2, 3, 4, 5, 7, 11, 13, 14, 15, 16];0
9;[1, 3, 11, 14, 15];[1, 3, 11, 14, 15];0
10;[1, 2, 14, 15, 16];[1, 2, 14, 15, 16];0
11;[11, 14];[11, 14];0
12;[0, 1, 2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16];[0, 1, 2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16];0
13;[14];[14];0
14;[1, 3, 11, 14, 15];[1, 3, 11, 14, 15];0
15;[1, 2, 3, 11, 14, 15];[1, 2, 3, 11, 14, 15];0
16;[1, 2, 11, 15];[1, 2, 11, 15];0
17;[12];[12];0
18;[1, 11, 14];[1, 11, 14];0
19;[12];[12];0
20;[1, 2, 3, 11, 14, 15];[1, 2, 3, 11, 14, 15];0
