[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
0
1
[TestDetails]
0;[0, 2, 4, 5, 7, 8, 9, 10, 12, 14, 16];[0, 2, 4, 5, 7, 8, 9, 10, 12, 14, 16];1
1;[1, 3, 4, 5, 6, 9, 10, 11, 12];[1, 3, 4, 5, 6, 9, 10, 11, 12];0
2;[1, 3, 4, 5, 6, 7, 8, 9, 11, 12];[1, 3, 4, 5, 6, 7, 8, 9, 11, 12];0
3;[1, 3, 4, 5, 6, 9, 10, 11, 12];[1, 3, 4, 5, 6, 9, 10, 11, 12];0
4;[1, 3, 4, 7, 8, 9, 11, 12];[1, 3, 4, 7, 8, 9, 11, 12];0
5;[1, 5, 6, 7, 8, 9, 11];[1, 5, 6, 7, 8, 9, 11];0
6;[4, 5, 16];[4, 5, 16];0
7;[16];[16];0
8;[16];[16];0
9;[4, 5, 9, 11, 14, 15];[4, 5, 9, 11, 14, 15];0
10;[0, 1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15];[0, 1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15];1
