[Priors]
[0.61, 0.61, 0.61, 0.61, 0.61, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002]
[Bugs]
0
1
2
3
4
[InitialTests]
0
2
1
3
[TestDetails]
0;[0, 1, 2, 5, 7, 8, 9, 13, 14, 16];[0, 1, 2, 5, 7, 8, 9, 13, 14, 16];1
1;[13, 14];[13, 14];0
2;[2, 5, 7, 8, 10, 11, 13, 14, 15, 16];[2, 5, 7, 8, 10, 11, 13, 14, 15, 16];1
3;[16];[16];0
4;[12];[12];0
5;[13, 14];[13, 14];0
6;[12];[12];0
7;[1, 2, 3, 6, 8, 11, 12, 15, 16, 17];[1, 2, 3, 6, 8, 11, 12, 15, 16, 17];1
8;[17];[17];0
9;[13, 14];[13, 14];0
10;[13, 14];[13, 14];0
11;[2, 3, 4, 5, 9, 12, 15, 16, 17];[2, 3, 4, 5, 9, 12, 15, 16, 17];1
12;[14];[14];0
13;[13, 14];[13, 14];0
