[Priors]
[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
[Bugs]
0
[InitialTests]
0
5
1
2
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35];[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35];1
1;[2, 3, 4, 5, 6, 7, 8, 14, 16, 18, 23, 25, 26, 28, 29, 32, 35, 36];[2, 3, 4, 5, 6, 7, 8, 14, 16, 18, 23, 25, 26, 28, 29, 32, 35, 36];0
2;[31];[31];0
3;[21];[21];0
4;[4, 9, 12];[4, 9, 12];0
5;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34, 35];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34, 35];1
6;[2, 4, 5, 6, 7, 32];[2, 4, 5, 6, 7, 32];0
7;[2, 4, 7, 14, 16, 23, 32];[2, 4, 7, 14, 16, 23, 32];0
8;[22, 23, 30, 32, 33, 35];[22, 23, 30, 32, 33, 35];0
9;[20, 21, 31];[20, 21, 31];0
10;[31];[31];0
11;[20, 21, 31];[20, 21, 31];0
12;[31, 34];[31, 34];0
13;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35];1
14;[20, 21, 31];[20, 21, 31];0
15;[2, 4, 5, 6, 7, 9, 14, 16, 22, 23, 24, 25, 26, 27, 31, 32, 34, 35];[2, 4, 5, 6, 7, 9, 14, 16, 22, 23, 24, 25, 26, 27, 31, 32, 34, 35];0
16;[1, 2, 4, 5, 7, 8, 9, 14, 16, 22, 23, 26, 32, 33, 34];[1, 2, 4, 5, 7, 8, 9, 14, 16, 22, 23, 26, 32, 33, 34];0
17;[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 37];[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 37];1
18;[20, 21, 31];[20, 21, 31];0
19;[31];[31];0
20;[20, 21, 31];[20, 21, 31];0
