0,0,0,1
10,10,0,1
10,20,-10,1
20,10,10,1
0,0,0,1
-5,-5,0,1
-5,5,-10,1
-10,-5,-5,1
-5,-10,5,1
-5,10,-15,1
20,1,19,1
19,1,18,1
18,1,17,1
17,1,16,1
16,1,15,1
15,1,14,1
14,1,13,1
13,1,12,1
12,1,11,1
11,1,10,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
0,1,-1,0
5,1,4,0
4,1,3,0
3,1,2,0
2,1,1,0
1,1,0,0
0,1,-1,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
0,1,-1,0
5,1,4,0
4,1,3,0
3,1,2,0
2,1,1,0
1,1,0,0
0,1,-1,0
10,1,9,0
9,1,8,0
8,1,7,0
7,1,6,0
6,1,5,0
5,1,4,0
4,1,3,0
3,1,2,0
2,1,1,0
1,1,0,0
0,1,-1,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
10,10,0,1
0,10,-10,1
2,1,1,1
1,1,0,1
20,10,10,1
10,10,0,1
0,10,-10,1
3,1,2,1
1,1,0,1
0,-5,5,1
0,1,-1,1
0,-5,5,1
0,-1,1,1
5,5,0,1
0,5,-5,1
2,1,1,1
1,1,0,1
0,-5,5,0
0,1,-1,0
5,5,0,0
0,5,-5,0
2,1,1,0
1,1,0,0
0,-10,10,1
0,1,-1,1
0,-5,5,1
0,-1,1,1
10,5,5,1
5,5,0,1
0,5,-5,1
3,1,2,1
1,1,0,1
1,1,0,1
10,1,9,1
1,1,0,1
9,1,8,1
1,1,0,1
8,1,7,1
1,1,0,1
7,1,6,1
1,1,0,1
6,1,5,1
1,1,0,1
5,1,4,1
1,1,0,1
4,1,3,1
1,1,0,1
3,1,2,1
1,1,0,1
2,1,1,1
1,1,0,1
1,1,0,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
5,1,4,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
4,1,3,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
3,1,2,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
2,1,1,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
1,1,0,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
2,1,1,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
1,1,0,1
0,1,-1,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
3,1,2,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
2,1,1,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
1,1,0,1
1,1,0,1
1,1,0,1
100,1,99,1
99,1,98,1
98,1,97,1
97,1,96,1
96,1,95,1
95,1,94,1
94,1,93,1
93,1,92,1
92,1,91,1
91,1,90,1
90,1,89,1
89,1,88,1
88,1,87,1
87,1,86,1
86,1,85,1
85,1,84,1
84,1,83,1
83,1,82,1
82,1,81,1
81,1,80,1
80,1,79,1
79,1,78,1
78,1,77,1
77,1,76,1
76,1,75,1
75,1,74,1
74,1,73,1
73,1,72,1
72,1,71,1
71,1,70,1
70,1,69,1
69,1,68,1
68,1,67,1
67,1,66,1
66,1,65,1
65,1,64,1
64,1,63,1
63,1,62,1
62,1,61,1
61,1,60,1
60,1,59,1
59,1,58,1
58,1,57,1
57,1,56,1
56,1,55,1
55,1,54,1
54,1,53,1
53,1,52,1
52,1,51,1
51,1,50,1
50,1,49,1
49,1,48,1
48,1,47,1
47,1,46,1
46,1,45,1
45,1,44,1
44,1,43,1
43,1,42,1
42,1,41,1
41,1,40,1
40,1,39,1
39,1,38,1
38,1,37,1
37,1,36,1
36,1,35,1
35,1,34,1
34,1,33,1
33,1,32,1
32,1,31,1
31,1,30,1
30,1,29,1
29,1,28,1
28,1,27,1
27,1,26,1
26,1,25,1
25,1,24,1
24,1,23,1
23,1,22,1
22,1,21,1
21,1,20,1
20,1,19,1
19,1,18,1
18,1,17,1
17,1,16,1
16,1,15,1
15,1,14,1
14,1,13,1
13,1,12,1
12,1,11,1
11,1,10,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
0,0,0,1
0,1,-1,1
0,-1,1,1
0,20,-20,1
0,-7,7,1
1,1,0,1
0,1,-1,1
2,1,1,1
1,1,0,1
1,1,0,1
1,1,0,1
20,1,19,1
19,1,18,1
18,1,17,1
17,1,16,1
16,1,15,1
15,1,14,1
14,1,13,1
13,1,12,1
12,1,11,1
11,1,10,1
10,1,9,1
9,1,8,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
0,1,-1,1
21,1,20,1
1,1,0,1
1,1,0,1
20,20,0,1
20,5,15,1
15,5,10,1
10,5,5,1
5,5,0,1
0,5,-5,1
5,1,4,1
1,1,0,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
20,20,0,1
20,3,17,1
17,3,14,1
14,3,11,1
11,3,8,1
8,3,5,1
5,3,2,1
2,3,-1,1
7,1,6,1
1,1,0,1
3,1,2,1
2,1,1,1
1,1,0,1
20,18,2,1
5,2,3,1
3,2,1,1
1,2,-1,1
3,1,2,1
1,1,0,1
2,1,1,1
1,1,0,1
5,4,1,1
10,8,2,1
2,8,-6,1
2,1,1,1
1,1,0,1
8,1,7,1
7,1,6,1
6,1,5,1
5,1,4,1
4,1,3,1
3,1,2,1
2,1,1,1
1,1,0,1
10,8,2,1
100,3,97,1
97,3,94,1
94,3,91,1
91,3,88,1
88,3,85,1
85,3,82,1
82,3,79,1
79,3,76,1
76,3,73,1
73,3,70,1
70,3,67,1
67,3,64,1
64,3,61,1
61,3,58,1
58,3,55,1
55,3,52,1
52,3,49,1
49,3,46,1
46,3,43,1
43,3,40,1
40,3,37,1
37,3,34,1
34,3,31,1
31,3,28,1
28,3,25,1
25,3,22,1
22,3,19,1
19,3,16,1
