[Priors]
[0.61, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
10
0
1
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38];0
1;[4, 5, 7, 9, 15, 18, 26];[4, 5, 7, 9, 15, 18, 26];0
2;[32, 35];[32, 35];0
3;[10, 11, 27];[10, 11, 27];0
4;[4, 16, 18, 27];[4, 16, 18, 27];0
5;[4, 16, 18, 26, 27, 38];[4, 16, 18, 26, 27, 38];0
6;[12, 13, 14, 16, 20, 21, 28, 31, 32, 34, 36];[12, 13, 14, 16, 20, 21, 28, 31, 32, 34, 36];0
7;[4, 6, 7, 8, 18, 27];[4, 6, 7, 8, 18, 27];0
8;[20, 21, 24, 27, 31, 32, 34];[20, 21, 24, 27, 31, 32, 34];0
9;[20, 21, 27, 29, 32, 33, 34];[20, 21, 27, 29, 32, 33, 34];0
10;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38];1
11;[18, 20, 21, 22, 28, 31, 32, 34];[18, 20, 21, 22, 28, 31, 32, 34];0
12;[2, 3, 4, 5, 7, 8, 10, 11, 13, 18, 20, 26, 27, 38];[2, 3, 4, 5, 7, 8, 10, 11, 13, 18, 20, 26, 27, 38];0
13;[20, 21, 27, 29, 32, 33, 34];[20, 21, 27, 29, 32, 33, 34];0
14;[4, 16, 18];[4, 16, 18];0
15;[20, 21, 27, 29, 32, 33, 34];[20, 21, 27, 29, 32, 33, 34];0
16;[19, 20, 21, 32, 33, 34, 37];[19, 20, 21, 32, 33, 34, 37];0
17;[20, 21, 29, 32, 33, 34];[20, 21, 29, 32, 33, 34];0
18;[1, 3, 4, 5, 6, 7, 8, 9, 11, 14, 16, 18, 19, 20, 26, 27, 38];[1, 3, 4, 5, 6, 7, 8, 9, 11, 14, 16, 18, 19, 20, 26, 27, 38];0
19;[4, 18, 25, 26];[4, 18, 25, 26];0
20;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38];0
