[Priors]
[1.01, 0.01, 0.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 1.01, 0.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 0.01, 1.01, 0.01, 0.01, 1.01, 1.01, 1.01, 0.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 1.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.01, 1.01, 0.01, 0.01]
[Bugs]
0
[InitialTests]
0
20
30
1
2
3
[TestDetails]
0;[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66];1
1;[44, 56];[44, 56];0
2;[4, 8, 9, 15, 19, 22, 24, 25, 27, 28, 32, 34, 35, 36, 37, 39, 46, 47, 49, 50, 57, 60, 61, 62];[4, 8, 9, 15, 19, 22, 24, 25, 27, 28, 32, 34, 35, 36, 37, 39, 46, 47, 49, 50, 57, 60, 61, 62];0
3;[9, 16, 19, 23, 25, 43, 44, 47, 56, 57];[9, 16, 19, 23, 25, 43, 44, 47, 56, 57];0
4;[44];[44];0
5;[3, 4, 8, 9, 12, 13, 15, 19, 22, 24, 25, 27, 28, 32, 35, 36, 37, 38, 39];[3, 4, 8, 9, 12, 13, 15, 19, 22, 24, 25, 27, 28, 32, 35, 36, 37, 38, 39];0
6;[43, 44, 56];[43, 44, 56];0
7;[4, 6, 8, 9, 10, 15, 16, 19, 21, 22, 24, 25, 26, 27, 28, 32, 33, 35, 36, 37, 46, 47, 49, 50, 57, 60, 61, 62];[4, 6, 8, 9, 10, 15, 16, 19, 21, 22, 24, 25, 26, 27, 28, 32, 33, 35, 36, 37, 46, 47, 49, 50, 57, 60, 61, 62];0
8;[44];[44];0
9;[3, 4, 8, 9, 12, 13, 14, 15, 19, 22, 24, 25, 28, 29, 30, 32, 33, 35, 36, 41, 46, 47, 54, 57, 60, 61, 63, 64];[3, 4, 8, 9, 12, 13, 14, 15, 19, 22, 24, 25, 28, 29, 30, 32, 33, 35, 36, 41, 46, 47, 54, 57, 60, 61, 63, 64];0
10;[0, 6, 7, 8, 9, 10, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 43, 44, 45, 46, 51, 52, 56, 57, 58, 59, 60, 61, 62, 64];[0, 6, 7, 8, 9, 10, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 43, 44, 45, 46, 51, 52, 56, 57, 58, 59, 60, 61, 62, 64];0
11;[44];[44];0
12;[44];[44];0
13;[44];[44];0
14;[43, 44, 56];[43, 44, 56];0
15;[4, 8, 9, 15, 19, 22, 24, 25, 27, 28, 32, 33, 35, 36, 37, 39, 46, 47, 49, 50, 57, 60, 61];[4, 8, 9, 15, 19, 22, 24, 25, 27, 28, 32, 33, 35, 36, 37, 39, 46, 47, 49, 50, 57, 60, 61];0
16;[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 24, 25, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 57, 59, 60, 61];[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 24, 25, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 57, 59, 60, 61];0
17;[44];[44];0
18;[44];[44];0
19;[9, 20, 24, 25, 46, 47, 48, 50, 51, 53, 57, 59, 60, 61];[9, 20, 24, 25, 46, 47, 48, 50, 51, 53, 57, 59, 60, 61];0
